company,company_stage,country,days_since_layoff,Sum of funds_raised_million,Sum of id,industry,Sum of laid_off,Year,Quarter,Month,Day,Sum of layoff_day,Sum of layoff_month,layoff_percentage,Sum of layoff_quarter,layoff_severity,Sum of layoff_year,location_city,location_region,news_source_url,Year,Quarter,Month,Day
Lunchbox,Series B,United States,1081,72,2971,Food,60,2022,Qtr 3,July,21,21,7,33%,3,Normal,2022,New York City,,https://www.businessinsider.com/lunchbox-lays-off-employees-as-food-tech-startups-face-downturn-2022-7,2022,Qtr 3,July,22
Luno,Acquired,United Kingdom,893,13,1965,Crypto,330,2023,Qtr 1,January,25,25,1,35%,1,Normal,2023,London,Non-U.S.,https://www.cnbc.com/2023/01/25/dcg-owned-crypto-exchange-luno-axes-35percent-of-staff.html,2023,Qtr 1,January,26
Lusha,Series B,United States,1084,245,2996,Marketing,30,2022,Qtr 3,July,18,18,7,10%,3,Normal,2022,New York City,,https://www.calcalistech.com/ctechnews/article/rjqkrgx3q,2022,Qtr 3,July,18
Lyft,Post-IPO,United States,1082,4900,2982,Transportation,60,2022,Qtr 3,July,20,20,7,2%,3,Normal,2022,SF Bay Area,,https://www.wsj.com/articles/lyft-lays-off-about-60-employees-folds-its-car-rentals-for-riders-11658340622,2022,Qtr 3,July,20
Lyft,Post-IPO,United States,1894,4900,3712,Transportation,982,2020,Qtr 2,April,29,29,4,17%,2,Normal,2020,SF Bay Area,,https://layoffs.fyi/2020/04/30/lyft-laid-off-982-employees/,2020,Qtr 2,April,29
Lyft,Post-IPO,United States,305,4900,313,Transportation,30,2024,Qtr 3,September,4,4,9,1%,3,Normal,2024,SF Bay Area,,https://www.cnbc.com/2024/09/04/lyft-layoffs.html,2024,Qtr 3,September,5
Lyft,Post-IPO,United States,807,4900,1534,Transportation,1072,2023,Qtr 2,April,21,21,4,26%,2,Major,2023,SF Bay Area,,https://www.cnbc.com/2023/04/27/lyft-layoffs-company-to-cut-1072-employees-or-26percent-of-its-workforce.html,2023,Qtr 2,April,21
Lyft,Post-IPO,United States,976,4900,2522,Transportation,700,2022,Qtr 4,November,3,3,11,13%,4,Normal,2022,SF Bay Area,,https://www.wsj.com/articles/lyft-plans-to-lay-off-hundreds-of-staffers-11667490092,2022,Qtr 4,November,3
Lyra Health,Series F,United States,236,910,216,Healthcare,77,2024,Qtr 4,November,12,12,11,2%,4,Normal,2024,SF Bay Area,,https://www.fiercehealthcare.com/digital-health/lyra-lays-2-workforce-amid-restructuring-impacting-non-clinicians,2024,Qtr 4,November,21
Lyst,Unknown,United Kingdom,950,144,2344,Retail,50,2022,Qtr 4,November,29,29,11,25%,4,Normal,2022,London,Non-U.S.,https://techcrunch.com/2022/11/29/lyst-the-uk-fashion-marketplace-is-laying-off-25-of-staff/,2022,Qtr 4,November,30
MadeiraMadeira,Series E,Brazil,1062,338,2851,Retail,60,2022,Qtr 3,August,9,9,8,3%,3,Normal,2022,Curitiba,Non-U.S.,https://www.estadao.com.br/link/inovacao/unicornio-madeiramadeira-demite-60-pessoas-em-busca-de-ganho-de-eficiencia/,2022,Qtr 3,August,10
Magic Leap,Series E,United States,1901,2600,3752,Consumer,1000,2020,Qtr 2,April,22,22,4,50%,2,Normal,2020,Miami,,https://layoffs.fyi/2020/04/27/magic-leap-laid-off-1000-employees/,2020,Qtr 2,April,22
Mainstreet,Series A,United States,1159,64,3348,Finance,45,2022,Qtr 2,May,4,4,5,30%,2,Normal,2022,SF Bay Area,,https://www.businessinsider.com/mainstreet-lays-off-third-of-employees-market-conditions-2022-5,2022,Qtr 2,May,5
MakeMyTrip,Post-IPO,India,1770,548,3501,Travel,350,2020,Qtr 3,August,31,31,8,10%,3,Normal,2020,New Delhi,Non-U.S.,https://yourstory.com/2020/08/makemytrip-restructuring-layoffs-deep-kalra,2020,Qtr 3,September,2
MakeMyTrip,Post-IPO,India,1861,548,3594,Travel,350,2020,Qtr 2,June,1,1,6,10%,2,Normal,2020,Gurugram,Non-U.S.,https://www.livemint.com/companies/news/covid-19-lockdown-makemytrip-to-lay-off-10-of-its-workforce-as-revenues-hit-11591008074698.html,2020,Qtr 2,June,3
Malwarebytes,Series B,United States,1054,80,2812,Security,125,2022,Qtr 3,August,17,17,8,14%,3,Normal,2022,SF Bay Area,,https://techcrunch.com/2022/08/17/malwareybytes-layoffs/,2022,Qtr 3,August,17
ManoMano,Series F,France,627,705,958,Retail,230,2023,Qtr 4,October,18,18,10,25%,4,Normal,2023,Paris,Non-U.S.,https://www.lesechos.fr/industrie-services/conso-distribution/face-a-la-deprime-du-bricolage-manomano-reduit-ses-effectifs-dun-quart-1987873,2023,Qtr 4,October,18
MariaDB,Post-IPO,United States,633,272,979,Data,84,2023,Qtr 4,October,12,12,10,28%,4,Normal,2023,SF Bay Area,,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001929589/000155837023016381/mrdb-20231012x8k.htm,2023,Qtr 4,October,12
Marin Software,Post-IPO,United States,279,99,281,Marketing,27,2024,Qtr 3,September,30,30,9,26%,3,Normal,2024,SF Bay Area,,https://www.businesswire.com/news/home/20241031446878/en/Marin-Software-Announces-Third-Quarter-2024-Financial-Results,2025,Qtr 2,April,17
Marketforce,Series A,Kenya,1060,42,2837,Retail,54,2022,Qtr 3,August,11,11,8,9%,3,Normal,2022,Nairobi,Non-U.S.,https://techcrunch.com/2022/08/11/kenyan-b2b-e-commerce-platform-marketforce-cut-about-9-of-staff-in-reorganization-strategy/,2022,Qtr 3,August,11
MasterClass,Series E,United States,1110,461,3142,Education,120,2022,Qtr 2,June,22,22,6,20%,2,Normal,2022,SF Bay Area,,https://techcrunch.com/2022/06/22/masterclass-cuts-20-of-600-person-staff-to-get-to-self-sustainability-faster/,2022,Qtr 2,June,23
Matrixport,Series C,Singapore,891,100,1948,Crypto,29,2023,Qtr 1,January,27,27,1,10%,1,Normal,2023,Singapore,Non-U.S.,https://www.coindesk.com/business/2023/01/27/jihan-wus-matrixport-cuts-10-of-staff/,2023,Qtr 1,January,27
Matterport,Post-IPO,United States,726,409,1260,Data,170,2023,Qtr 3,July,11,11,7,30%,3,Normal,2023,SF Bay Area,,https://investors.matterport.com/static-files/9d9ec717-3e67-410b-92cb-8cb27218fbe4,2023,Qtr 3,July,11
Matterport,Series D,United States,1914,114,3844,Data,90,2020,Qtr 2,April,9,9,4,34%,2,Normal,2020,SF Bay Area,,https://layoffs.fyi/2020/04/24/matterport-laid-off-90-employees/,2020,Qtr 2,April,15
Maven,Post-IPO,United States,1924,77,3997,Media,31,2020,Qtr 1,March,30,30,3,9%,1,Normal,2020,Seattle,,https://www.businesswire.com/news/home/20200330005734/en/Maven-Announces-Broad-Cost-Containment-Initiative-Including-9,2020,Qtr 2,April,8
Maven Clinic,Series F,United States,247,417,238,Healthcare,60,2024,Qtr 4,November,1,1,11,10%,4,Normal,2024,New York City,,https://endpts.com/maven-clinic-cuts-10-of-workforce-weeks-after-raising-125m/,2024,Qtr 4,November,2
MediaMath,Private Equity,United States,1916,607,3883,Marketing,53,2020,Qtr 2,April,7,7,4,8%,2,Normal,2020,New York City,,https://www.adexchanger.com/platforms/mediamath-cuts-8-of-staff-citing-coronavirus/,2020,Qtr 2,April,8
MediBuddy,Acquired,India,898,192,2001,Healthcare,200,2023,Qtr 1,January,20,20,1,8%,1,Normal,2023,Bengaluru,Non-U.S.,https://inc42.com/buzz/exclusive-lightrock-india-backed-medibuddy-lays-oaff-around-200-employees/,2023,Qtr 1,January,21
Meero,Series C,France,1154,293,3337,Other,350,2022,Qtr 2,May,9,9,5,50%,2,Normal,2022,Paris,Non-U.S.,https://www.challenges.fr/entreprise/la-licorne-meero-le-uber-de-la-photo-a-licencie-pres-de-50-de-ses-effectifs_812527,2023,Qtr 1,March,4
Meesho,Series D,India,1915,215,3854,Retail,200,2020,Qtr 2,April,8,8,4,28%,2,Normal,2020,Bengaluru,Non-U.S.,https://entrackr.com/2020/04/exclusive-meesho-lays-off-over-200-employees-due-to-covid-19/,2020,Qtr 2,April,10
Meesho,Series F,India,793,1100,1481,Retail,251,2023,Qtr 2,May,5,5,5,15%,2,Normal,2023,Bengaluru,Non-U.S.,https://www.moneycontrol.com/news/business/meesho-to-fire-251-employees-says-it-made-judgement-errors-in-over-hiring-ahead-of-the-curve-10531531.html,2023,Qtr 2,May,5
Megaport,Post-IPO,Australia,801,98,1518,Infrastructure,50,2023,Qtr 2,April,27,27,4,16%,2,Normal,2023,Brisbane,Non-U.S.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-02659300-2A1446019?access_token=83ff96335c2d45a094df02a206a39ff4,2023,Qtr 2,April,29
Mejuri,Series B,Canada,1066,28,2872,Retail,50,2022,Qtr 3,August,5,5,8,10%,3,Normal,2022,Toronto,Non-U.S.,https://betakit.com/d2c-startups-not-immune-to-downturn-as-article-mejuri-make-staff-cuts/,2022,Qtr 3,August,9
Mejuri,Series B,Canada,1914,28,3846,Retail,36,2020,Qtr 2,April,9,9,4,15%,2,Normal,2020,Toronto,Non-U.S.,https://betakit.com/mejuri-lays-off-15-percent-of-staff-as-its-forced-to-close-all-retail-stores-due-to-pandemic/,2020,Qtr 2,April,10
Melio,Series D,United States,489,504,593,Finance,40,2024,Qtr 1,March,4,4,3,7%,1,Normal,2024,New York City,,https://www.calcalistech.com/ctechnews/article/r1sremqtt,2024,Qtr 1,March,5
Mercos,Unknown,Brazil,1880,2,3646,Sales,51,2020,Qtr 2,May,13,13,5,40%,2,Normal,2020,Joinville,Non-U.S.,https://www.linkedin.com/pulse/decis%C3%A3o-mais-dif%C3%ADcil-dos-%C3%BAltimos-10-anos-tiago-brandes/,2020,Qtr 2,May,14
MessageBird,Series C,Netherlands,146,1100,122,Other,120,2025,Qtr 1,February,10,10,2,33%,1,Normal,2025,Amsterdam,Non-U.S.,https://techcrunch.com/2025/02/10/bird-cuts-120-jobs-as-part-of-strategic-realignment/,2025,Qtr 1,February,11
MessageBird,Series C,Netherlands,488,1100,589,Other,90,2024,Qtr 1,March,5,5,3,20%,1,Normal,2024,Amsterdam,Non-U.S.,https://www.amsterdamai.com/en/nieuws/529e0e27-44d0-0505-2af2-f473d807ab03/Bird-ontslaat-werknemers-wegens-AI-effici%C3%ABntie,2024,Qtr 1,March,8
Meta,Post-IPO,United States,146,26000,119,Consumer,3600,2025,Qtr 1,February,10,10,2,5%,1,Major,2025,SF Bay Area,,https://finance.yahoo.com/news/mark-zuckerberg-warned-employees-prepare-174916671.html,2025,Qtr 1,January,17
Meta,Post-IPO,United States,970,26000,2482,Consumer,11000,2022,Qtr 4,November,9,9,11,13%,4,Major,2022,SF Bay Area,,https://www.cnbc.com/2022/11/09/meta-to-lay-off-more-than-11000-thousand-employees.html,2022,Qtr 4,November,9
Metigy,Series B,Australia,1071,18,2918,Marketing,75,2022,Qtr 3,July,31,31,7,100%,3,Normal,2022,Sydney,Non-U.S.,https://www.linkedin.com/posts/myrabeal_talent-tech-recruitment-activity-6959703840858259456-V8Tv/,2022,Qtr 3,August,2
Metromile,Acquired,United States,1074,510,2932,Finance,60,2022,Qtr 3,July,28,28,7,20%,3,Normal,2022,SF Bay Area,,https://techcrunch.com/2022/07/29/lemonade-closes-on-acquisition-of-insurtech-metromile-promptly-lays-off-about-20-of-its-staff/,2022,Qtr 3,July,29
Metromile,Series E,United States,1917,293,3889,Finance,100,2020,Qtr 2,April,6,6,4,33%,2,Normal,2020,SF Bay Area,,https://layoffs.fyi/2020/04/08/metromile-laid-off-100-employees/,2020,Qtr 2,April,7
MFine,Series C,India,1142,97,3314,Healthcare,600,2022,Qtr 2,May,21,21,5,75%,2,Normal,2022,Bengaluru,Non-U.S.,https://inc42.com/buzz/exclusive-healthtech-startup-mfine-fires-600-employees/,2022,Qtr 2,May,22
Micron,Post-IPO,United States,870,50,1780,Hardware,2400,2023,Qtr 1,February,17,17,2,5%,1,Major,2023,Boise,,https://www.ktvb.com/article/money/business/micron-workforce-reduction-15-percent-worldwide-computer-memory-semiconductors-technology/277-d45fa4ac-e85f-4594-8ced-af9f4dc8911a,2023,Qtr 2,April,1
Micron,Post-IPO,United States,917,50,2186,Hardware,4800,2023,Qtr 1,January,1,1,1,10%,1,Major,2023,Boise,,https://www.forbes.com/sites/qai/2023/01/01/tech-layoffs-micron-to-lay-off-10-of-staff-due-to-low-demand-for-chips/?sh=5d303fd41472,2023,Qtr 2,April,1
Microsoft,Post-IPO,United States,34,1,17,Other,305,2025,Qtr 2,June,2,2,6,3%,2,Normal,2025,Seattle,,https://www.geekwire.com/2025/new-filing-microsoft-cuts-another-305-jobs-in-washington-state/,2025,Qtr 2,June,5
Microsoft,Post-IPO,United States,4,1,2,Other,9000,2025,Qtr 3,July,2,2,7,4%,3,Major,2025,Seattle,,https://www.cnbc.com/2025/07/02/microsoft-laying-off-about-9000-employees-in-latest-round-of-cuts.html,2025,Qtr 3,July,3
Microsoft,Post-IPO,United States,54,1,33,Other,6000,2025,Qtr 2,May,13,13,5,3%,2,Major,2025,Seattle,,https://www.cnbc.com/2025/05/13/microsoft-is-cutting-3percent-of-workers-across-the-software-company.html,2025,Qtr 2,May,13
Microsoft,Post-IPO,United States,900,1,2031,Other,10000,2023,Qtr 1,January,18,18,1,5%,1,Major,2023,Seattle,,https://www.usatoday.com/story/money/2023/01/18/microsoft-layoffs-10000-employees-stock/11074235002/,2023,Qtr 1,January,18
Milkbasket,Acquired,India,710,39,1197,Food,400,2023,Qtr 3,July,27,27,7,67%,3,Normal,2023,Gurugram,Non-U.S.,https://entrackr.com/2023/07/reliance-pulls-plug-on-milkbasket-brand-mass-layoffs-to-follow/,2023,Qtr 3,July,29
Milkrun,Series A,Australia,817,86,1573,Food,400,2023,Qtr 2,April,11,11,4,100%,2,Normal,2023,Sydney,Non-U.S.,https://www.forbes.com.au/news/investing/milkrun-collapses-as-400-staff-made-redundant/,2023,Qtr 2,April,11
MindBody,Post-IPO,United States,1921,114,3928,Fitness,700,2020,Qtr 2,April,2,2,4,35%,2,Normal,2020,San Luis Obispo,,https://www.sanluisobispo.com/news/business/article241730706.html,2020,Qtr 2,April,3
MindBody,Post-IPO,United States,984,114,2573,Fitness,400,2022,Qtr 4,October,26,26,10,15%,4,Normal,2022,San Luis Obispo,,https://www.sanluisobispo.com/news/business/article267890657.html,2022,Qtr 4,October,27
Minted,Series E,United States,1920,297,3906,Retail,147,2020,Qtr 2,April,3,3,4,37%,2,Normal,2020,SF Bay Area,,https://www.theinformation.com/briefings/d4f745,2020,Qtr 2,April,5
Minute Media,Series I,United Kingdom,910,160,2145,Media,50,2023,Qtr 1,January,8,8,1,10%,1,Normal,2023,London,Non-U.S.,https://www.calcalistech.com/ctechnews/article/bjoxf00d5i,2023,Qtr 1,January,9
Miro,Series C,United States,249,476,243,Other,275,2024,Qtr 4,October,30,30,10,18%,4,Normal,2024,SF Bay Area,,https://www.theinformation.com/articles/productivity-startup-miro-to-lay-off-roughly-18-of-staff,2024,Qtr 4,October,30
Miro,Series C,United States,885,476,1881,Other,119,2023,Qtr 1,February,2,2,2,7%,1,Normal,2023,SF Bay Area,,https://miro.com/blog/a-message-from-our-ceo/,2023,Qtr 1,February,2
Misfits Market,Series C,United States,878,526,1831,Food,649,2023,Qtr 1,February,9,9,2,33%,1,Normal,2023,Philadelphia,,https://www.bizjournals.com/philadelphia/inno/stories/news/2023/02/09/misfits-market-layoffs-delanco-philadelphia.html,2023,Qtr 1,February,16
Mixpanel,Series B,United States,1881,77,3655,Data,65,2020,Qtr 2,May,12,12,5,19%,2,Normal,2020,SF Bay Area,,https://www.bizjournals.com/sanfrancisco/news/2020/05/12/sf-analytics-company-yc-graduate-cuts-65-obs.html?iana=hpmvp_sfbt_news_headline,2020,Qtr 2,May,14
Mobile Premier League,Series E,India,1133,375,3282,Consumer,100,2022,Qtr 2,May,30,30,5,10%,2,Normal,2022,Bengaluru,Non-U.S.,https://www.moneycontrol.com/news/business/startup/exclusive-mobile-premier-league-to-lay-off-100-employees-exit-indonesia-market-8603881.html,2022,Qtr 2,May,31
Moglix,Series F,Singapore,913,472,2161,Retail,40,2023,Qtr 1,January,5,5,1,2%,1,Normal,2023,Singapore,,https://inc42.com/buzz/b2b-ecommerce-unicorn-moglix-layoff-spree-fires-40-employees/,2023,Qtr 1,January,6
Mogo,Post-IPO,Canada,1927,201,4021,Finance,78,2020,Qtr 1,March,27,27,3,30%,1,Normal,2020,Vancouver,Non-U.S.,https://betakit.com/mogo-lays-off-30-percent-of-staff-makes-company-wide-cuts-citing-covid-19-uncertainty/,2020,Qtr 2,April,3
Mojocare,Series A,India,750,24,1340,Healthcare,170,2023,Qtr 2,June,17,17,6,80%,2,Normal,2023,Bengaluru,Non-U.S.,https://entrackr.com/2023/06/exclusive-mojocare-lays-off-around-170-employees-within-a-year-of-fundraise/,2023,Qtr 2,June,18
Moladin,Series B,Indonesia,875,138,1822,Transportation,360,2023,Qtr 1,February,12,12,2,11%,1,Normal,2023,Jakarta,Non-U.S.,https://aimgroup.com/2023/02/12/used-car-marketplace-moladin-lays-off-360/,2023,Qtr 1,February,13
Momentive,Post-IPO,United States,1000,1100,2640,Marketing,180,2022,Qtr 4,October,10,10,10,11%,4,Normal,2022,SF Bay Area,,https://www.sec.gov/ix?doc=/Archives/edgar/data/1739936/000095017022019536/mntv-20221010.htm,2022,Qtr 4,October,13
Monarch Tractor,Unknown,United States,240,214,222,Other,35,2024,Qtr 4,November,8,8,11,10%,4,Normal,2024,SF Bay Area,,https://techcrunch.com/2024/11/08/monarch-tractor-lays-off-10-in-restructuring-towards-software-and-licensing-av-tech/,2024,Qtr 4,November,9
Monzo,Series F,United Kingdom,1859,324,3584,Finance,120,2020,Qtr 2,June,3,3,6,8%,2,Normal,2020,London,Non-U.S.,https://layoffs.fyi/2020/07/21/monzo-launches-layoff-list-amid-multiple-rounds-of-layoffs/,2020,Qtr 2,June,4
MoonPay,Unknown,United States,396,651,448,Crypto,30,2024,Qtr 2,June,5,5,6,10%,2,Normal,2024,Dover,,https://www.theblock.co/post/298638/moonpay-lays-off-10-staff,2024,Qtr 2,June,6
Moovit,Acquired,Israel,382,131,420,Transportation,20,2024,Qtr 2,June,19,19,6,10%,2,Normal,2024,Tel Aviv,Non-U.S.,https://www.calcalistech.com/ctechnews/article/h10s7illc,2024,Qtr 2,June,24
Moss,Series B,Germany,1017,150,2681,Finance,70,2022,Qtr 3,September,23,23,9,15%,3,Normal,2022,Berlin,Non-U.S.,https://financefwd.com/de/moss-entlassungen/,2022,Qtr 3,September,25
Motive,Series F,United States,942,567,2274,Transportation,237,2022,Qtr 4,December,7,7,12,6%,4,Normal,2022,SF Bay Area,,https://gomotive.com/blog/shoaib-makanis-message-to-employees/,2022,Qtr 4,December,8
Movidesk,Seed,Brazil,1903,1,3774,Support,33,2020,Qtr 2,April,20,20,4,25%,2,Normal,2020,Blumenau,Non-U.S.,https://scinova.com.br/demissoes-a-conta-da-covid-19-bate-as-portas-de-empresas-de-tecnologia-em-santa-catarina/,2020,Qtr 2,April,28
Moxion Power,Unknown,United States,342,124,371,Energy,248,2024,Qtr 3,July,29,29,7,100%,3,Normal,2024,SF Bay Area,,https://www.sfgate.com/tech/article/moxion-power-shutdown-layoff-huelskamp-19605417.php,2024,Qtr 3,July,30
Mozilla,Unknown,United States,1790,2,3514,Consumer,250,2020,Qtr 3,August,11,11,8,25%,3,Normal,2020,SF Bay Area,,https://layoffs.fyi/2020/08/12/mozilla-lays-off-250-employees-launches-talent-directory/,2020,Qtr 3,August,11
Mozilla,Unknown,United States,509,2,639,Consumer,60,2024,Qtr 1,February,13,13,2,5%,1,Normal,2024,SF Bay Area,,https://www.bloomberg.com/news/articles/2024-02-13/firefox-maker-mozilla-is-cutting-60-jobs-after-naming-new-ceo,2024,Qtr 1,February,14
Mural,Series C,United States,1158,192,3343,Product,90,2022,Qtr 2,May,5,5,5,10%,2,Normal,2022,SF Bay Area,,LinkedIn,2022,Qtr 2,May,6
Mux,Series D,United States,1011,173,2671,Infrastructure,40,2022,Qtr 3,September,29,29,9,20%,3,Normal,2022,SF Bay Area,,Internal memo,2022,Qtr 4,October,3
Mux,Series D,United States,767,173,1411,Infrastructure,40,2023,Qtr 2,May,31,31,5,30%,2,Normal,2023,SF Bay Area,,Internal memo,2023,Qtr 2,June,2
MVPindex,Series B,United States,528,27,705,Marketing,12,2024,Qtr 1,January,25,25,1,30%,1,Normal,2024,Austin,,https://www.sportsbusinessjournal.com/Articles/2024/01/25/mvpindex-cuts,2024,Qtr 1,February,17
MyGate,Series B,India,867,79,1775,Other,200,2023,Qtr 1,February,20,20,2,30%,1,Normal,2023,Bengaluru,Non-U.S.,https://inc42.com/buzz/bengaluru-based-mygate-lays-off-30-workforce-amid-funding-winter/,2023,Qtr 1,February,20
N26,Series D,United States,1885,782,3662,Finance,9,2020,Qtr 2,May,8,8,5,1%,2,Normal,2020,New York City,,https://financefwd.com/de/n26-usa-kuendigungen/,2020,Qtr 2,May,12
N26,Series E,United States,800,1700,1508,Finance,71,2023,Qtr 2,April,28,28,4,4%,2,Normal,2023,Berlin,Non-U.S.,https://www.businessinsider.de/gruenderszene/fintech/folgen-der-krise-n26-entlaesst-mitarbeiter/,2023,Qtr 2,April,28
Namely,Series E,United States,1892,217,3698,HR,110,2020,Qtr 2,May,1,1,5,40%,2,Normal,2020,New York City,,https://layoffs.fyi/2020/05/11/namely-laid-off-160-employees-citing-challenges-faced-by-its-smb-customers/,2020,Qtr 2,May,2
Namogoo,Series C,United States,895,69,1993,Marketing,20,2023,Qtr 1,January,23,23,1,15%,1,Normal,2023,Tel Aviv,Non-U.S.,https://www.calcalistech.com/ctechnews/article/skhuvq2ii,2023,Qtr 1,January,24
Namogoo,Series C,United States,970,69,2492,Marketing,25,2022,Qtr 4,November,9,9,11,15%,4,Normal,2022,Tel Aviv,Non-U.S.,https://www.calcalistech.com/ctechnews/article/hjjawkyri,2023,Qtr 1,January,24
NanoString Technologies,Post-IPO,United States,547,826,791,Healthcare,50,2024,Qtr 1,January,6,6,1,9%,1,Normal,2024,Seattle,,https://www.geekwire.com/2024/nanostring-technologies-to-cut-9-of-workforce-gets-delisting-warning-from-nasdaq/,2024,Qtr 1,January,10
Nate,Series A,United States,1102,47,3082,Retail,30,2022,Qtr 2,June,30,30,6,20%,2,Normal,2022,New York City,,https://www.theinformation.com/articles/coatue-backed-shopping-startup-that-exaggerated-tech-capabilities-to-potential-investors-lays-off-20-of-staff,2022,Qtr 3,July,1
Navan,Unknown,United States,579,2200,848,Finance,145,2023,Qtr 4,December,5,5,12,5%,4,Normal,2023,SF Bay Area,,https://www.theinformation.com/briefings/ipo-candidate-navan-lays-off-145-in-profitability-push,2023,Qtr 4,December,6
Navi,Private Equity,India,1845,582,3566,Finance,40,2020,Qtr 2,June,17,17,6,25%,2,Normal,2020,Bengaluru,Non-U.S.,https://inc42.com/buzz/sachin-bansals-navi-general-insurance-lays-off-40-employees/,2020,Qtr 2,June,21
nCino,Post-IPO,United States,900,1100,2040,Finance,100,2023,Qtr 1,January,18,18,1,7%,1,Normal,2023,Wilmington,,https://portcitydaily.com/local-news/2023/01/18/ncino-lays-off-7-of-workforce-cites-challenges-in-global-economy/,2023,Qtr 1,January,19
Neon,Series B,Brazil,1910,120,3827,Finance,70,2020,Qtr 2,April,13,13,4,10%,2,Normal,2020,Sao Paulo,Non-U.S.,"https://link.estadao.com.br/noticias/inovacao,neon-demite-funcionarios-e-eventbrite-fecha-operacoes-no-brasil,70003269607",2020,Qtr 2,April,15
